	ERR11588428_R1_filtered.fastq.gz	ERR11588429_R1_filtered.fastq.gz	ERR11588430_R1_filtered.fastq.gz	ERR11588431_R1_filtered.fastq.gz	ERR11588432_R1_filtered.fastq.gz	ERR11588433_R1_filtered.fastq.gz	ERR11588434_R1_filtered.fastq.gz	ERR11588435_R1_filtered.fastq.gz	ERR11588436_R1_filtered.fastq.gz	ERR11588437_R1_filtered.fastq.gz
ASV_2544	17	0	0	0	0	0	0	0	0	0
ASV_2545	0	17	0	0	0	0	0	0	0	0
ASV_2546	0	17	0	0	0	0	0	0	0	0
ASV_2547	0	17	0	0	0	0	0	0	0	0
ASV_2548	0	17	0	0	0	0	0	0	0	0
ASV_2549	0	17	0	0	0	0	0	0	0	0
ASV_2550	0	17	0	0	0	0	0	0	0	0
ASV_2551	0	17	0	0	0	0	0	0	0	0
ASV_2552	0	17	0	0	0	0	0	0	0	0
ASV_2553	0	17	0	0	0	0	0	0	0	0
ASV_2554	0	17	0	0	0	0	0	0	0	0
ASV_2555	0	17	0	0	0	0	0	0	0	0
ASV_2556	0	17	0	0	0	0	0	0	0	0
ASV_2557	0	17	0	0	0	0	0	0	0	0
ASV_2558	0	17	0	0	0	0	0	0	0	0
ASV_2559	0	17	0	0	0	0	0	0	0	0
ASV_2560	0	17	0	0	0	0	0	0	0	0
ASV_2561	0	17	0	0	0	0	0	0	0	0
ASV_2562	0	17	0	0	0	0	0	0	0	0
ASV_2563	0	0	17	0	0	0	0	0	0	0
ASV_2564	0	0	17	0	0	0	0	0	0	0
ASV_2565	0	0	17	0	0	0	0	0	0	0
ASV_2566	0	0	17	0	0	0	0	0	0	0
ASV_2567	0	0	17	0	0	0	0	0	0	0
ASV_2568	0	0	17	0	0	0	0	0	0	0
ASV_2569	0	0	17	0	0	0	0	0	0	0
ASV_2570	0	0	17	0	0	0	0	0	0	0
ASV_2571	0	0	17	0	0	0	0	0	0	0
ASV_2572	0	0	17	0	0	0	0	0	0	0
ASV_2573	0	0	17	0	0	0	0	0	0	0
ASV_2574	0	0	0	17	0	0	0	0	0	0
ASV_2575	0	0	0	0	17	0	0	0	0	0
ASV_2576	0	0	0	0	17	0	0	0	0	0
ASV_2577	0	0	0	0	17	0	0	0	0	0
ASV_2578	0	0	0	0	0	17	0	0	0	0
ASV_2579	0	0	0	0	0	17	0	0	0	0
ASV_2580	0	0	0	0	0	17	0	0	0	0
ASV_2581	0	0	0	0	0	0	17	0	0	0
ASV_2582	0	0	0	0	0	0	17	0	0	0
ASV_2583	0	0	0	0	0	0	17	0	0	0
ASV_2584	0	0	0	0	0	0	17	0	0	0
ASV_2585	0	0	0	0	0	0	17	0	0	0
ASV_2586	0	0	0	0	0	0	17	0	0	0
ASV_2587	0	0	0	0	0	0	17	0	0	0
ASV_2588	0	0	0	0	0	0	17	0	0	0
ASV_2589	0	0	0	0	0	0	0	17	0	0
ASV_2590	0	0	0	0	0	0	0	17	0	0
ASV_2591	0	0	0	0	0	0	0	17	0	0
ASV_2592	0	0	0	0	0	0	0	17	0	0
ASV_2593	0	0	0	0	0	0	0	0	17	0
ASV_2594	0	0	0	0	0	0	0	0	17	0
ASV_2595	0	0	0	0	0	0	0	0	17	0
ASV_2596	0	0	0	0	0	0	0	0	17	0
ASV_2597	0	0	0	0	0	0	0	0	17	0
ASV_2598	0	0	0	0	0	0	0	0	17	0
ASV_2599	0	0	0	0	0	0	0	0	17	0
ASV_2600	0	0	0	0	0	0	0	0	17	0
ASV_2601	0	0	0	0	0	0	0	0	17	0
ASV_2602	0	0	0	0	0	0	0	0	17	0
ASV_2603	0	0	0	0	0	0	0	0	17	0
ASV_2604	0	0	0	0	0	0	0	0	17	0
ASV_2605	0	0	0	0	0	0	0	0	17	0
ASV_2606	0	0	0	0	0	0	0	0	17	0
ASV_2607	0	0	0	0	0	0	0	0	17	0
ASV_2608	0	0	0	0	0	0	0	0	17	0
ASV_2609	0	0	0	0	0	0	0	0	17	0
ASV_2610	0	0	0	0	0	0	0	0	17	0
ASV_2611	0	0	0	0	0	0	0	0	0	17
ASV_2612	0	0	0	0	0	0	0	0	0	17
ASV_2613	0	0	0	0	0	0	0	0	0	17
ASV_2614	0	0	0	0	0	0	0	0	0	17
ASV_2615	0	0	0	0	0	0	0	0	0	17
ASV_2616	0	0	0	0	0	0	0	0	0	17
ASV_2617	0	0	0	0	0	0	0	0	0	17
ASV_2618	0	0	0	0	0	0	0	0	0	17
ASV_2619	0	0	0	0	0	0	0	0	0	17
ASV_2620	0	0	0	0	0	0	0	0	0	17
ASV_2621	0	0	0	0	0	0	0	0	0	17
ASV_2622	0	0	0	0	0	0	0	0	0	17
ASV_2623	0	0	0	0	0	0	0	0	0	17
ASV_2624	0	0	0	0	0	0	0	0	0	17
ASV_2625	0	0	0	0	0	0	0	0	0	17
ASV_2626	16	0	0	0	0	0	0	0	0	0
ASV_2627	16	0	0	0	0	0	0	0	0	0
ASV_2628	16	0	0	0	0	0	0	0	0	0
ASV_2629	16	0	0	0	0	0	0	0	0	0
ASV_2630	16	0	0	0	0	0	0	0	0	0
ASV_2631	16	0	0	0	0	0	0	0	0	0
ASV_2632	16	0	0	0	0	0	0	0	0	0
ASV_2633	16	0	0	0	0	0	0	0	0	0
ASV_2634	16	0	0	0	0	0	0	0	0	0
ASV_2635	16	0	0	0	0	0	0	0	0	0
ASV_2636	16	0	0	0	0	0	0	0	0	0
ASV_2637	0	16	0	0	0	0	0	0	0	0
ASV_2638	0	16	0	0	0	0	0	0	0	0
ASV_2639	0	16	0	0	0	0	0	0	0	0
ASV_2640	0	16	0	0	0	0	0	0	0	0
ASV_2641	0	16	0	0	0	0	0	0	0	0
ASV_2642	0	16	0	0	0	0	0	0	0	0
ASV_2643	0	16	0	0	0	0	0	0	0	0
ASV_2644	0	16	0	0	0	0	0	0	0	0
ASV_2645	0	16	0	0	0	0	0	0	0	0
ASV_2646	0	16	0	0	0	0	0	0	0	0
ASV_2647	0	16	0	0	0	0	0	0	0	0
ASV_2648	0	16	0	0	0	0	0	0	0	0
ASV_2649	0	16	0	0	0	0	0	0	0	0
ASV_2650	0	16	0	0	0	0	0	0	0	0
ASV_2651	0	16	0	0	0	0	0	0	0	0
ASV_2652	0	16	0	0	0	0	0	0	0	0
ASV_2653	0	9	7	0	0	0	0	0	0	0
ASV_2654	0	0	16	0	0	0	0	0	0	0
ASV_2655	0	0	16	0	0	0	0	0	0	0
ASV_2656	0	0	16	0	0	0	0	0	0	0
ASV_2657	0	0	16	0	0	0	0	0	0	0
ASV_2658	0	0	16	0	0	0	0	0	0	0
ASV_2659	0	0	16	0	0	0	0	0	0	0
ASV_2660	0	0	16	0	0	0	0	0	0	0
ASV_2661	0	0	16	0	0	0	0	0	0	0
ASV_2662	0	0	16	0	0	0	0	0	0	0
ASV_2663	0	0	16	0	0	0	0	0	0	0
ASV_2664	0	0	16	0	0	0	0	0	0	0
ASV_2665	0	0	16	0	0	0	0	0	0	0
ASV_2666	0	0	16	0	0	0	0	0	0	0
ASV_2667	0	0	0	16	0	0	0	0	0	0
ASV_2668	0	0	0	16	0	0	0	0	0	0
ASV_2669	0	0	0	16	0	0	0	0	0	0
ASV_2670	0	0	0	16	0	0	0	0	0	0
ASV_2671	0	0	0	16	0	0	0	0	0	0
ASV_2672	0	0	0	16	0	0	0	0	0	0
ASV_2673	0	0	0	0	16	0	0	0	0	0
ASV_2674	0	0	0	0	16	0	0	0	0	0
ASV_2675	0	0	0	0	16	0	0	0	0	0
ASV_2676	0	0	0	0	16	0	0	0	0	0
ASV_2677	0	0	0	0	16	0	0	0	0	0
ASV_2678	0	0	0	0	0	0	16	0	0	0
ASV_2679	0	0	0	0	0	0	16	0	0	0
ASV_2680	0	0	0	0	0	0	16	0	0	0
ASV_2681	0	0	0	0	0	0	16	0	0	0
ASV_2682	0	0	0	0	0	0	16	0	0	0
ASV_2683	0	0	0	0	0	0	16	0	0	0
ASV_2684	0	0	0	0	0	0	16	0	0	0
ASV_2685	0	0	0	0	0	0	16	0	0	0
ASV_2686	0	0	0	0	0	0	16	0	0	0
ASV_2687	0	0	0	0	0	0	16	0	0	0
ASV_2688	0	0	0	0	0	0	16	0	0	0
ASV_2689	0	0	0	0	0	0	0	16	0	0
ASV_2690	0	0	0	0	0	0	0	16	0	0
ASV_2691	0	0	0	0	0	0	0	16	0	0
ASV_2692	0	0	0	0	0	0	0	16	0	0
ASV_2693	0	0	0	0	0	0	0	16	0	0
ASV_2694	0	0	0	0	0	0	0	16	0	0
ASV_2695	0	0	0	0	0	0	0	16	0	0
ASV_2696	0	0	0	0	0	0	0	16	0	0
ASV_2697	0	0	0	0	0	0	0	16	0	0
ASV_2698	0	0	0	0	0	0	0	0	16	0
ASV_2699	0	0	0	0	0	0	0	0	16	0
ASV_2700	0	0	0	0	0	0	0	0	16	0
ASV_2701	0	0	0	0	0	0	0	0	16	0
ASV_2702	0	0	0	0	0	0	0	0	16	0
ASV_2703	0	0	0	0	0	0	0	0	16	0
ASV_2704	0	0	0	0	0	0	0	0	16	0
ASV_2705	0	0	0	0	0	0	0	0	16	0
ASV_2706	0	0	0	0	0	0	0	0	16	0
ASV_2707	0	0	0	0	0	0	0	0	16	0
ASV_2708	0	0	0	0	0	0	0	0	16	0
ASV_2709	0	0	0	0	0	0	0	0	16	0
ASV_2710	0	0	0	0	0	0	0	0	16	0
ASV_2711	0	0	0	0	0	0	0	0	16	0
ASV_2712	0	0	0	0	0	0	0	0	16	0
ASV_2713	0	0	0	0	0	0	0	0	16	0
ASV_2714	0	0	0	0	0	0	0	0	0	16
ASV_2715	0	0	0	0	0	0	0	0	0	16
ASV_2716	0	0	0	0	0	0	0	0	0	16
ASV_2717	0	0	0	0	0	0	0	0	0	16
ASV_2718	0	0	0	0	0	0	0	0	0	16
ASV_2719	0	0	0	0	0	0	0	0	0	16
ASV_2720	0	0	0	0	0	0	0	0	0	16
ASV_2721	0	0	0	0	0	0	0	0	0	16
ASV_2722	0	0	0	0	0	0	0	0	0	16
ASV_2723	0	0	0	0	0	0	0	0	0	16
ASV_2724	0	0	0	0	0	0	0	0	0	16
ASV_2725	0	0	0	0	0	0	0	0	0	16
ASV_2726	0	0	0	0	0	0	0	0	0	16
ASV_2727	0	0	0	0	0	0	0	0	0	16
ASV_2728	0	0	0	0	0	0	0	0	0	16
ASV_2729	0	0	0	0	0	0	0	0	0	16
ASV_2730	0	0	0	0	0	0	0	0	0	16
ASV_2731	15	0	0	0	0	0	0	0	0	0
ASV_2732	15	0	0	0	0	0	0	0	0	0
ASV_2733	15	0	0	0	0	0	0	0	0	0
ASV_2734	15	0	0	0	0	0	0	0	0	0
ASV_2735	15	0	0	0	0	0	0	0	0	0
ASV_2736	15	0	0	0	0	0	0	0	0	0
ASV_2737	15	0	0	0	0	0	0	0	0	0
ASV_2738	15	0	0	0	0	0	0	0	0	0
ASV_2739	15	0	0	0	0	0	0	0	0	0
ASV_2740	15	0	0	0	0	0	0	0	0	0
ASV_2741	15	0	0	0	0	0	0	0	0	0
ASV_2742	15	0	0	0	0	0	0	0	0	0
ASV_2743	6	4	5	0	0	0	0	0	0	0
ASV_2744	0	15	0	0	0	0	0	0	0	0
ASV_2745	0	15	0	0	0	0	0	0	0	0
ASV_2746	0	15	0	0	0	0	0	0	0	0
ASV_2747	0	15	0	0	0	0	0	0	0	0
ASV_2748	0	15	0	0	0	0	0	0	0	0
ASV_2749	0	15	0	0	0	0	0	0	0	0
ASV_2750	0	15	0	0	0	0	0	0	0	0
ASV_2751	0	15	0	0	0	0	0	0	0	0
ASV_2752	0	15	0	0	0	0	0	0	0	0
ASV_2753	0	15	0	0	0	0	0	0	0	0
ASV_2754	0	15	0	0	0	0	0	0	0	0
ASV_2755	0	15	0	0	0	0	0	0	0	0
ASV_2756	0	15	0	0	0	0	0	0	0	0
ASV_2757	0	15	0	0	0	0	0	0	0	0
ASV_2758	0	15	0	0	0	0	0	0	0	0
ASV_2759	0	15	0	0	0	0	0	0	0	0
ASV_2760	0	15	0	0	0	0	0	0	0	0
ASV_2761	0	0	15	0	0	0	0	0	0	0
ASV_2762	0	0	15	0	0	0	0	0	0	0
ASV_2763	0	0	15	0	0	0	0	0	0	0
ASV_2764	0	0	15	0	0	0	0	0	0	0
ASV_2765	0	0	15	0	0	0	0	0	0	0
ASV_2766	0	0	15	0	0	0	0	0	0	0
ASV_2767	0	0	15	0	0	0	0	0	0	0
ASV_2768	0	0	15	0	0	0	0	0	0	0
ASV_2769	0	0	15	0	0	0	0	0	0	0
ASV_2770	0	0	15	0	0	0	0	0	0	0
ASV_2771	0	0	15	0	0	0	0	0	0	0
ASV_2772	0	0	15	0	0	0	0	0	0	0
ASV_2773	0	0	15	0	0	0	0	0	0	0
ASV_2774	0	0	15	0	0	0	0	0	0	0
ASV_2775	0	0	15	0	0	0	0	0	0	0
ASV_2776	0	0	15	0	0	0	0	0	0	0
ASV_2777	0	0	15	0	0	0	0	0	0	0
ASV_2778	0	0	0	15	0	0	0	0	0	0
ASV_2779	0	0	0	0	15	0	0	0	0	0
ASV_2780	0	0	0	0	15	0	0	0	0	0
ASV_2781	0	0	0	0	0	15	0	0	0	0
ASV_2782	0	0	0	0	0	0	15	0	0	0
ASV_2783	0	0	0	0	0	0	15	0	0	0
ASV_2784	0	0	0	0	0	0	15	0	0	0
ASV_2785	0	0	0	0	0	0	15	0	0	0
ASV_2786	0	0	0	0	0	0	15	0	0	0
ASV_2787	0	0	0	0	0	0	15	0	0	0
ASV_2788	0	0	0	0	0	0	15	0	0	0
ASV_2789	0	0	0	0	0	0	15	0	0	0
ASV_2790	0	0	0	0	0	0	0	15	0	0
ASV_2791	0	0	0	0	0	0	0	15	0	0
ASV_2792	0	0	0	0	0	0	0	15	0	0
ASV_2793	0	0	0	0	0	0	0	15	0	0
ASV_2794	0	0	0	0	0	0	0	15	0	0
ASV_2795	0	0	0	0	0	0	0	0	15	0
ASV_2796	0	0	0	0	0	0	0	0	15	0
ASV_2797	0	0	0	0	0	0	0	0	15	0
ASV_2798	0	0	0	0	0	0	0	0	15	0
ASV_2799	0	0	0	0	0	0	0	0	15	0
ASV_2800	0	0	0	0	0	0	0	0	15	0
ASV_2801	0	0	0	0	0	0	0	0	15	0
ASV_2802	0	0	0	0	0	0	0	0	15	0
ASV_2803	0	0	0	0	0	0	0	0	15	0
ASV_2804	0	0	0	0	0	0	0	0	15	0
ASV_2805	0	0	0	0	0	0	0	0	15	0
ASV_2806	0	0	0	0	0	0	0	0	15	0
ASV_2807	0	0	0	0	0	0	0	0	15	0
ASV_2808	0	0	0	0	0	0	0	0	15	0
ASV_2809	0	0	0	0	0	0	0	0	15	0
ASV_2810	0	0	0	0	0	0	0	0	15	0
ASV_2811	0	0	0	0	0	0	0	0	15	0
ASV_2812	0	0	0	0	0	0	0	0	0	15
ASV_2813	0	0	0	0	0	0	0	0	0	15
ASV_2814	0	0	0	0	0	0	0	0	0	15
ASV_2815	0	0	0	0	0	0	0	0	0	15
ASV_2816	0	0	0	0	0	0	0	0	0	15
ASV_2817	0	0	0	0	0	0	0	0	0	15
ASV_2818	0	0	0	0	0	0	0	0	0	15
ASV_2819	0	0	0	0	0	0	0	0	0	15
ASV_2820	0	0	0	0	0	0	0	0	0	15
ASV_2821	0	0	0	0	0	0	0	0	0	15
ASV_2822	0	0	0	0	0	0	0	0	0	15
ASV_2823	0	0	0	0	0	0	0	0	0	15
ASV_2824	0	0	0	0	0	0	0	0	0	15
ASV_2825	0	0	0	0	0	0	0	0	0	15
ASV_2826	0	0	0	0	0	0	0	0	0	15
ASV_2827	0	0	0	0	0	0	0	0	0	15
ASV_2828	14	0	0	0	0	0	0	0	0	0
ASV_2829	14	0	0	0	0	0	0	0	0	0
ASV_2830	14	0	0	0	0	0	0	0	0	0
ASV_2831	14	0	0	0	0	0	0	0	0	0
ASV_2832	14	0	0	0	0	0	0	0	0	0
ASV_2833	14	0	0	0	0	0	0	0	0	0
ASV_2834	14	0	0	0	0	0	0	0	0	0
ASV_2835	14	0	0	0	0	0	0	0	0	0
ASV_2836	14	0	0	0	0	0	0	0	0	0
ASV_2837	14	0	0	0	0	0	0	0	0	0
ASV_2838	14	0	0	0	0	0	0	0	0	0
ASV_2839	14	0	0	0	0	0	0	0	0	0
ASV_2840	14	0	0	0	0	0	0	0	0	0
ASV_2841	6	5	3	0	0	0	0	0	0	0
ASV_2842	0	14	0	0	0	0	0	0	0	0
ASV_2843	0	14	0	0	0	0	0	0	0	0
ASV_2844	0	14	0	0	0	0	0	0	0	0
ASV_2845	0	14	0	0	0	0	0	0	0	0
ASV_2846	0	14	0	0	0	0	0	0	0	0
ASV_2847	0	14	0	0	0	0	0	0	0	0
ASV_2848	0	14	0	0	0	0	0	0	0	0
ASV_2849	0	14	0	0	0	0	0	0	0	0
ASV_2850	0	14	0	0	0	0	0	0	0	0
ASV_2851	0	14	0	0	0	0	0	0	0	0
ASV_2852	0	14	0	0	0	0	0	0	0	0
ASV_2853	0	14	0	0	0	0	0	0	0	0
ASV_2854	0	0	14	0	0	0	0	0	0	0
ASV_2855	0	0	14	0	0	0	0	0	0	0
ASV_2856	0	0	14	0	0	0	0	0	0	0
ASV_2857	0	0	14	0	0	0	0	0	0	0
ASV_2858	0	0	14	0	0	0	0	0	0	0
ASV_2859	0	0	14	0	0	0	0	0	0	0
ASV_2860	0	0	14	0	0	0	0	0	0	0
ASV_2861	0	0	14	0	0	0	0	0	0	0
ASV_2862	0	0	14	0	0	0	0	0	0	0
ASV_2863	0	0	14	0	0	0	0	0	0	0
ASV_2864	0	0	14	0	0	0	0	0	0	0
ASV_2865	0	0	14	0	0	0	0	0	0	0
ASV_2866	0	0	14	0	0	0	0	0	0	0
ASV_2867	0	0	14	0	0	0	0	0	0	0
ASV_2868	0	0	14	0	0	0	0	0	0	0
ASV_2869	0	0	0	14	0	0	0	0	0	0
ASV_2870	0	0	0	14	0	0	0	0	0	0
ASV_2871	0	0	0	0	14	0	0	0	0	0
ASV_2872	0	0	0	0	14	0	0	0	0	0
ASV_2873	0	0	0	0	14	0	0	0	0	0
ASV_2874	0	0	0	0	14	0	0	0	0	0
ASV_2875	0	0	0	0	14	0	0	0	0	0
ASV_2876	0	0	0	0	14	0	0	0	0	0
ASV_2877	0	0	0	0	14	0	0	0	0	0
ASV_2878	0	0	0	0	0	14	0	0	0	0
ASV_2879	0	0	0	0	0	14	0	0	0	0
ASV_2880	0	0	0	0	0	14	0	0	0	0
ASV_2881	0	0	0	0	0	14	0	0	0	0
ASV_2882	0	0	0	0	0	14	0	0	0	0
ASV_2883	0	0	0	0	0	14	0	0	0	0
ASV_2884	0	0	0	0	0	0	14	0	0	0
ASV_2885	0	0	0	0	0	0	14	0	0	0
ASV_2886	0	0	0	0	0	0	14	0	0	0
ASV_2887	0	0	0	0	0	0	14	0	0	0
ASV_2888	0	0	0	0	0	0	14	0	0	0
ASV_2889	0	0	0	0	0	0	14	0	0	0
ASV_2890	0	0	0	0	0	0	14	0	0	0
ASV_2891	0	0	0	0	0	0	14	0	0	0
ASV_2892	0	0	0	0	0	0	14	0	0	0
ASV_2893	0	0	0	0	0	0	0	14	0	0
ASV_2894	0	0	0	0	0	0	0	14	0	0
ASV_2895	0	0	0	0	0	0	0	14	0	0
ASV_2896	0	0	0	0	0	0	0	14	0	0
ASV_2897	0	0	0	0	0	0	0	0	14	0
ASV_2898	0	0	0	0	0	0	0	0	14	0
ASV_2899	0	0	0	0	0	0	0	0	14	0
ASV_2900	0	0	0	0	0	0	0	0	14	0
ASV_2901	0	0	0	0	0	0	0	0	14	0
ASV_2902	0	0	0	0	0	0	0	0	14	0
ASV_2903	0	0	0	0	0	0	0	0	14	0
ASV_2904	0	0	0	0	0	0	0	0	14	0
ASV_2905	0	0	0	0	0	0	0	0	14	0
ASV_2906	0	0	0	0	0	0	0	0	0	14
ASV_2907	0	0	0	0	0	0	0	0	0	14
ASV_2908	0	0	0	0	0	0	0	0	0	14
ASV_2909	0	0	0	0	0	0	0	0	0	14
ASV_2910	0	0	0	0	0	0	0	0	0	14
ASV_2911	0	0	0	0	0	0	0	0	0	14
ASV_2912	0	0	0	0	0	0	0	0	0	14
ASV_2913	0	0	0	0	0	0	0	0	0	14
ASV_2914	0	0	0	0	0	0	0	0	0	14
ASV_2915	0	0	0	0	0	0	0	0	0	14
ASV_2916	0	0	0	0	0	0	0	0	0	14
ASV_2917	0	0	0	0	0	0	0	0	0	14
ASV_2918	0	0	0	0	0	0	0	0	0	14
ASV_2919	13	0	0	0	0	0	0	0	0	0
ASV_2920	13	0	0	0	0	0	0	0	0	0
ASV_2921	13	0	0	0	0	0	0	0	0	0
ASV_2922	13	0	0	0	0	0	0	0	0	0
ASV_2923	13	0	0	0	0	0	0	0	0	0
ASV_2924	13	0	0	0	0	0	0	0	0	0
ASV_2925	13	0	0	0	0	0	0	0	0	0
ASV_2926	13	0	0	0	0	0	0	0	0	0
ASV_2927	13	0	0	0	0	0	0	0	0	0
ASV_2928	13	0	0	0	0	0	0	0	0	0
ASV_2929	13	0	0	0	0	0	0	0	0	0
ASV_2930	13	0	0	0	0	0	0	0	0	0
ASV_2931	13	0	0	0	0	0	0	0	0	0
ASV_2932	13	0	0	0	0	0	0	0	0	0
ASV_2933	13	0	0	0	0	0	0	0	0	0
ASV_2934	13	0	0	0	0	0	0	0	0	0
ASV_2935	13	0	0	0	0	0	0	0	0	0
ASV_2936	0	13	0	0	0	0	0	0	0	0
ASV_2937	0	13	0	0	0	0	0	0	0	0
ASV_2938	0	13	0	0	0	0	0	0	0	0
ASV_2939	0	13	0	0	0	0	0	0	0	0
ASV_2940	0	13	0	0	0	0	0	0	0	0
ASV_2941	0	13	0	0	0	0	0	0	0	0
ASV_2942	0	13	0	0	0	0	0	0	0	0
ASV_2943	0	13	0	0	0	0	0	0	0	0
ASV_2944	0	13	0	0	0	0	0	0	0	0
ASV_2945	0	13	0	0	0	0	0	0	0	0
ASV_2946	0	13	0	0	0	0	0	0	0	0
ASV_2947	0	13	0	0	0	0	0	0	0	0
ASV_2948	0	13	0	0	0	0	0	0	0	0
ASV_2949	0	13	0	0	0	0	0	0	0	0
ASV_2950	0	13	0	0	0	0	0	0	0	0
ASV_2951	0	13	0	0	0	0	0	0	0	0
ASV_2952	0	13	0	0	0	0	0	0	0	0
ASV_2953	0	13	0	0	0	0	0	0	0	0
ASV_2954	0	13	0	0	0	0	0	0	0	0
ASV_2955	0	13	0	0	0	0	0	0	0	0
ASV_2956	0	13	0	0	0	0	0	0	0	0
ASV_2957	0	13	0	0	0	0	0	0	0	0
ASV_2958	0	13	0	0	0	0	0	0	0	0
ASV_2959	0	0	13	0	0	0	0	0	0	0
ASV_2960	0	0	13	0	0	0	0	0	0	0
ASV_2961	0	0	13	0	0	0	0	0	0	0
ASV_2962	0	0	13	0	0	0	0	0	0	0
ASV_2963	0	0	13	0	0	0	0	0	0	0
ASV_2964	0	0	13	0	0	0	0	0	0	0
ASV_2965	0	0	13	0	0	0	0	0	0	0
ASV_2966	0	0	13	0	0	0	0	0	0	0
ASV_2967	0	0	13	0	0	0	0	0	0	0
ASV_2968	0	0	13	0	0	0	0	0	0	0
ASV_2969	0	0	13	0	0	0	0	0	0	0
ASV_2970	0	0	13	0	0	0	0	0	0	0
ASV_2971	0	0	13	0	0	0	0	0	0	0
ASV_2972	0	0	13	0	0	0	0	0	0	0
ASV_2973	0	0	13	0	0	0	0	0	0	0
ASV_2974	0	0	13	0	0	0	0	0	0	0
ASV_2975	0	0	13	0	0	0	0	0	0	0
ASV_2976	0	0	13	0	0	0	0	0	0	0
ASV_2977	0	0	13	0	0	0	0	0	0	0
ASV_2978	0	0	13	0	0	0	0	0	0	0
ASV_2979	0	0	13	0	0	0	0	0	0	0
ASV_2980	0	0	13	0	0	0	0	0	0	0
ASV_2981	0	0	13	0	0	0	0	0	0	0
ASV_2982	0	0	0	13	0	0	0	0	0	0
ASV_2983	0	0	0	13	0	0	0	0	0	0
ASV_2984	0	0	0	13	0	0	0	0	0	0
ASV_2985	0	0	0	7	6	0	0	0	0	0
ASV_2986	0	0	0	0	13	0	0	0	0	0
ASV_2987	0	0	0	0	0	13	0	0	0	0
ASV_2988	0	0	0	0	0	0	13	0	0	0
ASV_2989	0	0	0	0	0	0	13	0	0	0
ASV_2990	0	0	0	0	0	0	13	0	0	0
ASV_2991	0	0	0	0	0	0	13	0	0	0
ASV_2992	0	0	0	0	0	0	13	0	0	0
ASV_2993	0	0	0	0	0	0	13	0	0	0
ASV_2994	0	0	0	0	0	0	13	0	0	0
ASV_2995	0	0	0	0	0	0	0	13	0	0
ASV_2996	0	0	0	0	0	0	0	13	0	0
ASV_2997	0	0	0	0	0	0	0	13	0	0
ASV_2998	0	0	0	0	0	0	0	13	0	0
ASV_2999	0	0	0	0	0	0	0	13	0	0
ASV_3000	0	0	0	0	0	0	0	13	0	0
ASV_3001	0	0	0	0	0	0	0	0	13	0
ASV_3002	0	0	0	0	0	0	0	0	13	0
ASV_3003	0	0	0	0	0	0	0	0	13	0
ASV_3004	0	0	0	0	0	0	0	0	13	0
ASV_3005	0	0	0	0	0	0	0	0	13	0
ASV_3006	0	0	0	0	0	0	0	0	13	0
ASV_3007	0	0	0	0	0	0	0	0	13	0
ASV_3008	0	0	0	0	0	0	0	0	13	0
ASV_3009	0	0	0	0	0	0	0	0	13	0
ASV_3010	0	0	0	0	0	0	0	0	13	0
ASV_3011	0	0	0	0	0	0	0	0	13	0
ASV_3012	0	0	0	0	0	0	0	0	13	0
ASV_3013	0	0	0	0	0	0	0	0	13	0
ASV_3014	0	0	0	0	0	0	0	0	13	0
ASV_3015	0	0	0	0	0	0	0	0	0	13
ASV_3016	0	0	0	0	0	0	0	0	0	13
ASV_3017	0	0	0	0	0	0	0	0	0	13
ASV_3018	0	0	0	0	0	0	0	0	0	13
ASV_3019	0	0	0	0	0	0	0	0	0	13
ASV_3020	0	0	0	0	0	0	0	0	0	13
ASV_3021	0	0	0	0	0	0	0	0	0	13
ASV_3022	0	0	0	0	0	0	0	0	0	13
ASV_3023	12	0	0	0	0	0	0	0	0	0
ASV_3024	12	0	0	0	0	0	0	0	0	0
ASV_3025	12	0	0	0	0	0	0	0	0	0
ASV_3026	12	0	0	0	0	0	0	0	0	0
ASV_3027	12	0	0	0	0	0	0	0	0	0
ASV_3028	12	0	0	0	0	0	0	0	0	0
ASV_3029	12	0	0	0	0	0	0	0	0	0
ASV_3030	12	0	0	0	0	0	0	0	0	0
ASV_3031	12	0	0	0	0	0	0	0	0	0
ASV_3032	12	0	0	0	0	0	0	0	0	0
ASV_3033	12	0	0	0	0	0	0	0	0	0
ASV_3034	12	0	0	0	0	0	0	0	0	0
ASV_3035	12	0	0	0	0	0	0	0	0	0
ASV_3036	12	0	0	0	0	0	0	0	0	0
ASV_3037	12	0	0	0	0	0	0	0	0	0
ASV_3038	12	0	0	0	0	0	0	0	0	0
ASV_3039	12	0	0	0	0	0	0	0	0	0
ASV_3040	12	0	0	0	0	0	0	0	0	0
ASV_3041	4	1	7	0	0	0	0	0	0	0
ASV_3042	0	12	0	0	0	0	0	0	0	0
ASV_3043	0	12	0	0	0	0	0	0	0	0
ASV_3044	0	12	0	0	0	0	0	0	0	0
ASV_3045	0	12	0	0	0	0	0	0	0	0
ASV_3046	0	12	0	0	0	0	0	0	0	0
ASV_3047	0	12	0	0	0	0	0	0	0	0
ASV_3048	0	12	0	0	0	0	0	0	0	0
ASV_3049	0	12	0	0	0	0	0	0	0	0
ASV_3050	0	12	0	0	0	0	0	0	0	0
ASV_3051	0	12	0	0	0	0	0	0	0	0
ASV_3052	0	12	0	0	0	0	0	0	0	0
ASV_3053	0	12	0	0	0	0	0	0	0	0
